2,35.07,1.1976,0.98,0.014
5,30,0,1,0
10,30,0,1,0
25,NaN,NaN,NaN,NaN
50,NaN,NaN,NaN,NaN
100,NaN,NaN,NaN,NaN
250,NaN,NaN,NaN,NaN
500,NaN,NaN,NaN,NaN
1000,NaN,NaN,NaN,NaN
