2,118.68,2.1925,1,0
5,43.901,0.35402,1,0
10,47.968,0.34471,1,0
25,82.931,0.67291,1,0
50,80.454,0.57928,1,0
100,208.72,2.9297,1,0
250,77.582,0.50968,1,0
500,122.18,0.89346,1,0
1000,111.56,0.78083,1,0
2500,122.06,1.2679,1,0
5000,121.39,1.3952,1,0
10000,134.13,1.3831,1,0
