2,1.3249,0.040468
5,1.4625,0.011808
10,1.5971,0.011516
25,2.2469,0.02615
50,2.1955,0.027222
100,3.5741,0.12787
250,2.1626,0.026628
500,2.8071,0.11347
1000,2.8358,0.076527
2500,3.0123,0.089053
5000,3.1012,0.076787
10000,3.3464,0.099994
