2,NaN,NaN,NaN,NaN
5,NaN,NaN,NaN,NaN
10,NaN,NaN,NaN,NaN
25,NaN,NaN,NaN,NaN
50,NaN,NaN,NaN,NaN
100,NaN,NaN,NaN,NaN
250,NaN,NaN,NaN,NaN
500,NaN,NaN,NaN,NaN
1000,NaN,NaN,NaN,NaN
