2,89.577,2.0412,1,0
5,30.018,0.0077465,1,0
10,30.034,0.0090066,1,0
25,36.909,0.13838,1,0
50,36.644,0.11485,1,0
100,58.396,0.68684,1,0
250,35.874,0.051095,1,0
500,43.523,0.21722,0.99,0.0057446
1000,39.338,0.09194,1,0
2500,40.52,0.067567,1,0
5000,39.145,0.037652,0.97,0.0098489
10000,40.083,0.037618,0.99333,0.0046983
